question,removed_token,token_impact_score,original_score,new_score,score_flip,original_rag_answer,perturbed_answer
What defensive ability is possessed by the strongest creature found in Bioluminescent Forest?,The crystalline thorns are brittle once detached,0.7775589640389695,1,1,NO,"The strongest creature in the Bioluminescent Forest, the 'Thorned Crawler', can instantaneously grow razor-sharp crystalline thorns across its body when threatened.", The 'Thorned Crawler' can instantaneously grow razor-sharp crystalline thorns across its body when threatened.
What are the two essential components of Mystic 'Rune-Stones'?,The Memory-Marble is then inscribed with 'Power-Ink' made from concentrated magical essence,0.774598718666105,1,0,YES,Memory-Marble and Power-Ink, Memory-Marble and Magical Symbols (Rune-Symbols)
What two types of information are encoded onto a Xylotian 'Legacy Crystal'?,"These crystals glow with a soft, internal light that reflects the stored essence",0.7724607719934661,1,1,NO,A detailed 'Lineage Record' and a 'Core Essence Imprint', A Xylotian Legacy Crystal encodes a Lineage Record and a Core Essence Imprint.
What two types of information are encoded onto a Xylotian 'Legacy Crystal'?,A Legacy Crystal cannot be altered once the imbuing process is complete,0.7724607719934661,1,1,NO,A detailed 'Lineage Record' and a 'Core Essence Imprint', A Xylotian Legacy Crystal encodes a Lineage Record and a Core Essence Imprint.
What two types of information are encoded onto a Xylotian 'Legacy Crystal'?,""", 'The physical structure of the crystal must be flawless to hold the complex information",0.7724607719934661,1,1,NO,A detailed 'Lineage Record' and a 'Core Essence Imprint', A Xylotian Legacy Crystal encodes a Lineage Record and a Core Essence Imprint.
What two types of information are encoded onto a Xylotian 'Legacy Crystal'?,""", 'Legacy Crystals are often passed down as family heirlooms on Xylos",0.7724607719934661,1,1,NO,A detailed 'Lineage Record' and a 'Core Essence Imprint', A Xylotian Legacy Crystal encodes a Lineage Record and a Core Essence Imprint.
What two types of information are encoded onto a Xylotian 'Legacy Crystal'?,The 'Hall of Ancestors' on Xylos displays many prominent Legacy Crystals,0.7724607719934661,1,1,NO,A detailed 'Lineage Record' and a 'Core Essence Imprint', A Xylotian Legacy Crystal encodes a Lineage Record and a Core Essence Imprint.
What two types of information are encoded onto a Xylotian 'Legacy Crystal'?,"', ""Xylotian 'Crystal Readers' are sometimes consulted to interpret older Legacy Crystals",0.7724607719934661,1,1,NO,A detailed 'Lineage Record' and a 'Core Essence Imprint', A Xylotian Legacy Crystal encodes a Lineage Record and a Core Essence Imprint.
What is the primary function of a Zylosian Geo-Resonator?,The Zylosian Geo-Resonator model XR-7A requires a standard Z-type power cell to operate,0.7689132523276232,1,1,NO,to emit a harmonic wave that stabilizes volatile Chronium deposits during mining., The primary function of a Zylosian Geo-Resonator is to stabilize volatile Chronium deposits during mining by emitting a harmonic wave.
What is the primary function of a Zylosian Geo-Resonator?,The geology of Zylos is mostly comprised of dense igneous rock formations,0.7689132523276232,1,1,NO,to emit a harmonic wave that stabilizes volatile Chronium deposits during mining., The primary function of a Zylosian Geo-Resonator is to stabilize volatile Chronium deposits during mining by emitting a harmonic wave.
What is the primary function of a Zylosian Geo-Resonator?,Chronium is a valuable resource found only in the deep crust of planet Zylos,0.7689132523276232,1,1,NO,to emit a harmonic wave that stabilizes volatile Chronium deposits during mining., The primary function of a Zylosian Geo-Resonator is to stabilize volatile Chronium deposits during mining by emitting a harmonic wave.
What is the primary function of a Zylosian Geo-Resonator?,Safety protocols mandate that all personnel wear radiation-shielded gear near a Geo-Resonator,0.7689132523276232,1,1,NO,to emit a harmonic wave that stabilizes volatile Chronium deposits during mining., The primary function of a Zylosian Geo-Resonator is to stabilize volatile Chronium deposits during mining by emitting a harmonic wave.
What is the primary function of a Zylosian Geo-Resonator?,"The native fauna of Zylos, such as the Gleebs, are unaffected by Chronium",0.7689132523276232,1,1,NO,to emit a harmonic wave that stabilizes volatile Chronium deposits during mining., The primary function of a Zylosian Geo-Resonator is to stabilize volatile Chronium deposits during mining by emitting a harmonic wave.
What is the primary function of a Zylosian Geo-Resonator?,Unrefined Chronium ore has a distinct azure glow and is mildly radioactive,0.7689132523276232,1,1,NO,to emit a harmonic wave that stabilizes volatile Chronium deposits during mining., The primary function of a Zylosian Geo-Resonator is to stabilize volatile Chronium deposits during mining by emitting a harmonic wave.
What is the primary function of a Zylosian Geo-Resonator?,Mining operations on Zylos were first started in galactic cycle 34-Gamma,0.7689132523276232,1,1,NO,to emit a harmonic wave that stabilizes volatile Chronium deposits during mining., The primary function of a Zylosian Geo-Resonator is to stabilize volatile Chronium deposits during mining by emitting a harmonic wave.
What is the primary function of a Zylosian Geo-Resonator?,The market price of Chronium has increased by 15% in the last quarter,0.7689132523276232,1,1,NO,to emit a harmonic wave that stabilizes volatile Chronium deposits during mining., The primary function of a Zylosian Geo-Resonator is to stabilize volatile Chronium deposits during mining by emitting a harmonic wave.
What two functions does the Mystic 'Dream-Weaver's Loom' perform?,"It also has the ability to 'Memory-Stitch', embedding specific recollections directly into the fabric",0.7473242301945853,1,0,YES,"The Mystic 'Dream-Weaver's Loom' performs the following two functions:
1. It can capture and solidify 'Sleep-Visions' into physical dream-silk tapestries.
2. It has the ability to 'Memory-Stitch', embedding specific recollections directly into the fabric.", The Mystic 'Dream-Weaver's Loom' captures and solidifies 'Sleep-Visions'. It also creates physical dream-silk tapestries.
What two abilities does a Valorian 'Mind-Smith' possess in their craft?,The Council of Smiths regulates the use of Mind-Smith abilities,0.7454506979312624,1,1,NO,"A Valorian 'Mind-Smith' can forge 'Thought-Metal' by solidifying pure mental energy into physical form and possess the ability to 'Memory-Weld', permanently bonding experiences and knowledge into their metallic creations.", A Valorian Mind-Smith possesses the abilities of forging Thought-Metal and Memory-Welding.
What are the two main functions of the 'Aura-Cloak' worn by Xylotian diplomats?,Aura-Cloaks are woven from 'Psyche-Neutral Fibers',0.7409241928678796,1,1,NO,The two main functions of the 'Aura-Cloak' are to dampen the wearer's strong emotional projections and to project a field of 'Calm-Resonance'., The two main functions of the 'Aura-Cloak' worn by Xylotian diplomats are to subtly dampen strong emotional projections and project a field of 'Calm-Resonance'.
What are the two main functions of the 'Aura-Cloak' worn by Xylotian diplomats?,The design of an Aura-Cloak often signifies the diplomat's home region on Xylos,0.7409241928678796,1,1,NO,The two main functions of the 'Aura-Cloak' are to dampen the wearer's strong emotional projections and to project a field of 'Calm-Resonance'., The two main functions of the 'Aura-Cloak' worn by Xylotian diplomats are to subtly dampen strong emotional projections and project a field of 'Calm-Resonance'.
What are the two main functions of the 'Aura-Cloak' worn by Xylotian diplomats?,""", 'Xylotian diplomatic missions are crucial for maintaining inter-species relations",0.7409241928678796,1,1,NO,The two main functions of the 'Aura-Cloak' are to dampen the wearer's strong emotional projections and to project a field of 'Calm-Resonance'., The two main functions of the 'Aura-Cloak' worn by Xylotian diplomats are to subtly dampen strong emotional projections and project a field of 'Calm-Resonance'.
